025-11-05 15:11:54.012 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:run:435 - Start evaluation episode
2025-11-05 15:12:01.538 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0012514591217041016
2025-11-05 15:12:01.869 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:synced_callback:449 - Frame rate: 15.15 FPS
2025-11-05 15:12:01.920 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.3816652297973633
2025-11-05 15:12:01.921 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.38637661933898926
2025-11-05 15:12:01.922 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 30.4272 ms
2025-11-05 15:12:01.922 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0016741752624511719
2025-11-05 15:12:01.924 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0010170936584472656
2025-11-05 15:12:02.269 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.34426331520080566
2025-11-05 15:12:02.269 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.34828829765319824
2025-11-05 15:12:02.271 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 46.3096 ms
2025-11-05 15:12:02.271 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0022215843200683594
2025-11-05 15:12:02.273 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0012974739074707031
2025-11-05 15:12:02.601 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.32684922218322754
2025-11-05 15:12:02.601 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.33181190490722656
2025-11-05 15:12:02.604 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 111.5728 ms
2025-11-05 15:12:02.604 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.002969026565551758
2025-11-05 15:12:02.605 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0012128353118896484
2025-11-05 15:12:02.934 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:synced_callback:449 - Frame rate: 15.02 FPS
2025-11-05 15:12:02.937 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.3303079605102539
2025-11-05 15:12:02.937 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.33606529235839844
2025-11-05 15:12:02.937 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:608 - [RealRunner.run] run time is 2.4206604957580566



2025-11-05 15:12:02.937 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:466 - [RealRunner.run] begin new run step**********
2025-11-05 15:12:02.937 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 44.2144 ms
2025-11-05 15:12:02.937 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.00013518333435058594
2025-11-05 15:12:02.939 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:523 - [RealRunner.run] Slow inference time: 0.000s
2025-11-05 15:12:02.940 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 46.9302 ms
2025-11-05 15:12:02.940 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.000789642333984375
2025-11-05 15:12:02.941 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0013556480407714844
2025-11-05 15:12:03.233 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.2910892963409424
2025-11-05 15:12:03.233 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.294391393661499
2025-11-05 15:12:03.235 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 75.8159 ms
2025-11-05 15:12:03.235 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0012335777282714844
2025-11-05 15:12:03.236 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0012340545654296875
2025-11-05 15:12:03.584 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.34680914878845215
2025-11-05 15:12:03.584 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.3507099151611328
2025-11-05 15:12:03.585 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 26.5994 ms
2025-11-05 15:12:03.586 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0012829303741455078
2025-11-05 15:12:03.587 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0010123252868652344
2025-11-05 15:12:03.932 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.3448958396911621
2025-11-05 15:12:03.933 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.34848666191101074
2025-11-05 15:12:03.934 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 108.8523 ms
2025-11-05 15:12:03.934 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0013442039489746094
2025-11-05 15:12:03.936 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0012154579162597656
2025-11-05 15:12:04.001 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:synced_callback:449 - Frame rate: 14.99 FPS
2025-11-05 15:12:04.267 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.3310065269470215
2025-11-05 15:12:04.268 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.3349277973175049
2025-11-05 15:12:04.269 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 109.5005 ms
2025-11-05 15:12:04.269 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0010368824005126953
2025-11-05 15:12:04.270 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0010769367218017578
2025-11-05 15:12:04.592 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.320789098739624
2025-11-05 15:12:04.592 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.32432031631469727
2025-11-05 15:12:04.592 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:608 - [RealRunner.run] run time is 1.6551709175109863



2025-11-05 15:12:04.592 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:466 - [RealRunner.run] begin new run step**********
2025-11-05 15:12:04.592 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 33.4341 ms
2025-11-05 15:12:04.592 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.00013899803161621094
2025-11-05 15:12:04.594 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:523 - [RealRunner.run] Slow inference time: 0.000s
2025-11-05 15:12:04.595 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 36.6316 ms
2025-11-05 15:12:04.596 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0011529922485351562
2025-11-05 15:12:04.597 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0010175704956054688
2025-11-05 15:12:04.920 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.3225233554840088
2025-11-05 15:12:04.920 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.32580137252807617
2025-11-05 15:12:04.921 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 29.2378 ms
2025-11-05 15:12:04.921 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0009262561798095703
2025-11-05 15:12:04.922 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0010192394256591797
2025-11-05 15:12:05.049 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:synced_callback:449 - Frame rate: 15.28 FPS
2025-11-05 15:12:05.238 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.3149750232696533
2025-11-05 15:12:05.238 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.318234920501709
2025-11-05 15:12:05.241 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 81.9180 ms
2025-11-05 15:12:05.241 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.002332448959350586
2025-11-05 15:12:05.269 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.02776622772216797
2025-11-05 15:12:05.550 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.27951979637145996
2025-11-05 15:12:05.550 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.3112316131591797
2025-11-05 15:12:05.551 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 58.6213 ms
2025-11-05 15:12:05.551 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.001112222671508789
2025-11-05 15:12:05.552 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0010941028594970703
2025-11-05 15:12:05.852 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.2989771366119385
2025-11-05 15:12:05.852 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.30243396759033203
2025-11-05 15:12:05.853 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 28.0225 ms
2025-11-05 15:12:05.853 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0010521411895751953
2025-11-05 15:12:05.855 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0010151863098144531
2025-11-05 15:12:06.049 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:synced_callback:449 - Frame rate: 14.99 FPS
2025-11-05 15:12:06.183 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.327603816986084
2025-11-05 15:12:06.183 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.3310561180114746
2025-11-05 15:12:06.183 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:608 - [RealRunner.run] run time is 1.5911102294921875



2025-11-05 15:12:06.183 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:466 - [RealRunner.run] begin new run step**********
2025-11-05 15:12:06.183 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 24.5581 ms
2025-11-05 15:12:06.183 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.00011205673217773438
2025-11-05 15:12:06.185 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:523 - [RealRunner.run] Slow inference time: 0.000s
2025-11-05 15:12:06.186 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 27.3884 ms
2025-11-05 15:12:06.186 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0011067390441894531
2025-11-05 15:12:06.187 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0008580684661865234
2025-11-05 15:12:06.507 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.3191030025482178
2025-11-05 15:12:06.507 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.32228660583496094
2025-11-05 15:12:06.518 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 93.2856 ms
2025-11-05 15:12:06.518 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.010336637496948242
2025-11-05 15:12:06.520 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.001668691635131836
2025-11-05 15:12:06.804 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.2834348678588867
2025-11-05 15:12:06.804 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.2970261573791504
2025-11-05 15:12:06.807 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 115.0627 ms
2025-11-05 15:12:06.807 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0027151107788085938
2025-11-05 15:12:06.809 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0018029212951660156
2025-11-05 15:12:07.056 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:synced_callback:449 - Frame rate: 14.90 FPS
2025-11-05 15:12:07.056 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.24604487419128418
2025-11-05 15:12:07.056 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.2519350051879883
2025-11-05 15:12:07.058 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 32.6116 ms
2025-11-05 15:12:07.058 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0013103485107421875
2025-11-05 15:12:07.059 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0010280609130859375
2025-11-05 15:12:07.344 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.2840886116027832
2025-11-05 15:12:07.344 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.28769564628601074
2025-11-05 15:12:07.346 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 54.1394 ms
2025-11-05 15:12:07.346 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0017709732055664062
2025-11-05 15:12:07.348 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.001392364501953125
2025-11-05 15:12:07.515 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.1665661334991455
2025-11-05 15:12:07.515 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.17119717597961426
2025-11-05 15:12:07.515 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:608 - [RealRunner.run] run time is 1.3321449756622314



2025-11-05 15:12:07.515 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:466 - [RealRunner.run] begin new run step**********
2025-11-05 15:12:07.516 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 23.3862 ms
2025-11-05 15:12:07.516 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 9.012222290039062e-05
2025-11-05 15:12:07.517 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:504 - 推理推理, steps_per_inference is 4
2025-11-05 15:12:07.600 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:523 - [RealRunner.run] Slow inference time: 0.083s
2025-11-05 15:12:07.600 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:run:563 - 更新更新, tcp_action_update_interval is 16
2025-11-05 15:12:07.618 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 58.8789 ms
2025-11-05 15:12:07.618 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.017581701278686523
2025-11-05 15:12:07.620 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0011363029479980469
2025-11-05 15:12:08.117 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:synced_callback:449 - Frame rate: 15.08 FPS
2025-11-05 15:12:08.239 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.6179907321929932
2025-11-05 15:12:08.239 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.6382095813751221
2025-11-05 15:12:08.240 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 80.9158 ms
2025-11-05 15:12:08.240 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0010311603546142578
2025-11-05 15:12:08.261 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.02106189727783203
2025-11-05 15:12:08.573 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.3107771873474121
2025-11-05 15:12:08.573 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.3343367576599121
2025-11-05 15:12:08.582 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 90.5586 ms
2025-11-05 15:12:08.583 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.009309053421020508
2025-11-05 15:12:08.584 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0012979507446289062
2025-11-05 15:12:08.932 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.34729814529418945
2025-11-05 15:12:08.932 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.3594357967376709
2025-11-05 15:12:08.934 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 108.3877 ms
2025-11-05 15:12:08.934 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0013320446014404297
2025-11-05 15:12:08.935 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0011861324310302734
2025-11-05 15:12:09.124 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:synced_callback:449 - Frame rate: 14.89 FPS
2025-11-05 15:12:09.256 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.3200864791870117
2025-11-05 15:12:09.257 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.3239750862121582
2025-11-05 15:12:09.257 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 32.5251 ms
2025-11-05 15:12:09.257 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 0.0008058547973632812
2025-11-05 15:12:09.259 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:360 - [RealRunner.action_command_thread] fast inference time is 0.0010004043579101562
2025-11-05 15:12:09.589 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:execute_action:529 - [RealRobotEnv] execute_action latency is 0.3295743465423584
2025-11-05 15:12:09.589 | INFO     | reactive_diffusion_policy.env_runner.real_runner_sync:action_command_thread:406 - [RealRunner.action_command_thread] fast total time is 0.3326418399810791
2025-11-05 15:12:09.589 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:608 - [RealRunner.run] run time is 2.0737602710723877



2025-11-05 15:12:09.589 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:466 - [RealRunner.run] begin new run step**********
2025-11-05 15:12:09.589 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 30.5205 ms
2025-11-05 15:12:09.589 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:585 - [RealRobotEnv] get_obs() latency is 9.083747863769531e-05
2025-11-05 15:12:09.596 | DEBUG    | reactive_diffusion_policy.env_runner.real_runner_sync:run:523 - [RealRunner.run] Slow inference time: 0.000s
2025-11-05 15:12:09.598 | DEBUG    | reactive_diffusion_policy.env.ours.sensors:get_obs:584 - [old] Overall latency for get_obs() : 38.6924 ms
